Date,Close
11.07.2018,"187,88"
12.07.2018,"191,03"
13.07.2018,"191,33"
16.07.2018,"190,91"
17.07.2018,"191,45"
18.07.2018,"190,4"
19.07.2018,"191,88"
20.07.2018,"191,44"
23.07.2018,"191,44"
24.07.2018,193
25.07.2018,"194,82"
26.07.2018,"194,21"
27.07.2018,"190,98"
30.07.2018,"189,91"
31.07.2018,"190,29"
01.08.2018,"201,5"
02.08.2018,"207,39"
03.08.2018,"207,99"
06.08.2018,"209,07"
07.08.2018,"207,11"
08.08.2018,"207,25"
09.08.2018,"208,88"
10.08.2018,"207,53"
13.08.2018,"208,87"
14.08.2018,"209,75"
15.08.2018,"210,24"
16.08.2018,"213,32"
17.08.2018,"217,58"
20.08.2018,"215,46"
21.08.2018,"215,04"
22.08.2018,"215,05"
23.08.2018,"215,49"
24.08.2018,"216,16"
27.08.2018,"217,94"
28.08.2018,"219,7"
29.08.2018,"222,98"
30.08.2018,"225,03"
31.08.2018,"227,63"
04.09.2018,"228,36"
05.09.2018,"226,87"
06.09.2018,"223,1"
07.09.2018,"221,3"
10.09.2018,"218,33"
11.09.2018,"223,85"
12.09.2018,"221,07"
13.09.2018,"226,41"
14.09.2018,"223,84"
17.09.2018,"217,88"
18.09.2018,"218,24"
19.09.2018,"218,37"
20.09.2018,"220,03"
21.09.2018,"217,66"
24.09.2018,"220,79"
25.09.2018,"222,19"
26.09.2018,"220,42"
27.09.2018,"224,95"
28.09.2018,"225,74"
01.10.2018,"227,26"
02.10.2018,"229,28"
03.10.2018,"232,07"
04.10.2018,"227,99"
05.10.2018,"224,29"
08.10.2018,"223,77"
09.10.2018,"226,87"
10.10.2018,"216,36"
11.10.2018,"214,45"
12.10.2018,"222,11"
15.10.2018,"217,36"
16.10.2018,"222,15"
17.10.2018,"221,19"
18.10.2018,"216,02"
19.10.2018,"219,31"
22.10.2018,"220,65"
23.10.2018,"222,73"
24.10.2018,"215,09"
25.10.2018,"219,8"
26.10.2018,"216,3"
29.10.2018,"212,24"
30.10.2018,"213,3"
31.10.2018,"218,86"
01.11.2018,"222,22"
02.11.2018,"207,48"
05.11.2018,"201,59"
06.11.2018,"203,77"
07.11.2018,"209,95"
08.11.2018,"208,49"
09.11.2018,"204,47"
12.11.2018,"194,17"
13.11.2018,"192,23"
14.11.2018,"186,8"
15.11.2018,"191,41"
16.11.2018,"193,53"
19.11.2018,"185,86"
20.11.2018,"176,98"
21.11.2018,"176,78"
23.11.2018,"172,29"
26.11.2018,"174,62"
27.11.2018,"174,24"
28.11.2018,"180,94"
29.11.2018,"179,55"
30.11.2018,"178,58"
03.12.2018,"184,82"
04.12.2018,"176,69"
06.12.2018,"174,72"
07.12.2018,"168,49"
10.12.2018,"169,6"
11.12.2018,"168,63"
12.12.2018,"169,1"
13.12.2018,"170,95"
14.12.2018,"165,48"
17.12.2018,"163,94"
18.12.2018,"166,07"
19.12.2018,"160,89"
20.12.2018,"156,83"
21.12.2018,"150,73"
24.12.2018,"146,83"
26.12.2018,"157,17"
27.12.2018,"156,15"
28.12.2018,"156,23"
31.12.2018,"157,74"
